Country,Country_code,Year,Sex,Age_standardised_rate,Data_flag,Source
Switzerland,CH,2021,Total,220.58,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Switzerland,CH,2022,Females,188.48,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Switzerland,CH,2022,Males,273.41,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Switzerland,CH,2022,Total,224.81,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Switzerland,CH,2023,Females,186.53,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Switzerland,CH,2023,Males,262.62,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Switzerland,CH,2023,Total,219.35,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Türkiye,TR,2015,Females,374.75,d,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Türkiye,TR,2015,Males,498.16,d,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Türkiye,TR,2015,Total,430.24,d,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Türkiye,TR,2016,Females,373.18,d,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Türkiye,TR,2016,Males,498.09,d,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Türkiye,TR,2016,Total,429.48,d,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Türkiye,TR,2017,Females,442.61,d,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Türkiye,TR,2017,Males,572.93,d,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Türkiye,TR,2017,Total,500.42,d,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Türkiye,TR,2018,Females,422.53,d,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Türkiye,TR,2018,Males,546.21,d,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Türkiye,TR,2018,Total,477.55,d,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Türkiye,TR,2019,Females,388.42,d,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Türkiye,TR,2019,Males,512.32,d,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Türkiye,TR,2019,Total,442.92,d,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Türkiye,TR,2020,Females,440.13,d,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Türkiye,TR,2020,Males,617.69,d,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Türkiye,TR,2020,Total,514.72,d,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Türkiye,TR,2021,Females,461.85,d,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Türkiye,TR,2021,Males,616.97,d,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Türkiye,TR,2021,Total,528.0,d,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Türkiye,TR,2022,Females,432.33,d,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Türkiye,TR,2022,Males,582.0,d,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Türkiye,TR,2022,Total,496.84,d,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Türkiye,TR,2023,Females,404.75,d,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Türkiye,TR,2023,Males,535.0,d,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
Türkiye,TR,2023,Total,462.04,d,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
United Kingdom,UK,2015,Females,215.39,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
United Kingdom,UK,2015,Males,326.32,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
United Kingdom,UK,2015,Total,264.7,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
United Kingdom,UK,2016,Females,204.22,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
United Kingdom,UK,2016,Males,314.18,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
United Kingdom,UK,2016,Total,253.28,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
United Kingdom,UK,2017,Females,199.06,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
United Kingdom,UK,2017,Males,307.86,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
United Kingdom,UK,2017,Total,247.6,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
United Kingdom,UK,2018,Females,188.68,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
United Kingdom,UK,2018,Males,295.98,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
United Kingdom,UK,2018,Total,236.88,,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/hlth_cd_asdr2
